hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,lat,lng,geocode_flag,geocode_accuracy,url,PRVDR_NUM,RPT_REC_NUM,LINE_NUM,CLMN_NUM,total,unit_100_value,unit_name
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,BOX 980510   1250 EAST MARSHALL STREET,RICHMOND,VA,23298,RICHMOND CITY,(804) 828-0938,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,37.5400695,-77.4299163,1,ROOFTOP,https://data.medicare.gov/resource/xubh-q36u/row-p6wh~7aeu~ic6q,490032,659745,01202,00200,27,03502,02402NEUROSURGERY ICU
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,BOX 980510   1250 EAST MARSHALL STREET,RICHMOND,VA,23298,RICHMOND CITY,(804) 828-0938,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,37.5400695,-77.4299163,1,ROOFTOP,https://data.medicare.gov/resource/xubh-q36u/row-p6wh~7aeu~ic6q,490032,659745,01204,00200,25,03504,02403CLINICAL TRANSPLANT CENTER
UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,Acute Care Hospitals,Government - Local,TRUE,33.7801110,-117.8943030,0,,https://data.medicare.gov/resource/xubh-q36u/row-rbt4-6ucg-c9d4,50348,659757,00801,00200,42,03101,02060NEONATAL INTENSIVE CARE UNIT
SPECTRUM HEALTH - BUTTERWORTH CAMPUS,100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,KENT,(616) 391-1774,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,42.9705270,-85.6653190,0,,https://data.medicare.gov/resource/xubh-q36u/row-wvf2~fzgf.ud23,230038,660580,00801,00200,72,03101,02060NEONATAL INTENSIVE CARE UNIT
SPECTRUM HEALTH - BUTTERWORTH CAMPUS,100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,KENT,(616) 391-1774,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,42.9705270,-85.6653190,0,,https://data.medicare.gov/resource/xubh-q36u/row-wvf2~fzgf.ud23,230038,660580,00802,00200,24,03102,03102PICU
COVENANT MEDICAL CENTER,1447 N HARRISON,SAGINAW,MI,48602,SAGINAW,(989) 583-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,43.4280970,-83.9555480,0,,https://data.medicare.gov/resource/xubh-q36u/row-g2ct.d9up~x9t5,230070,660585,01001,00200,40,03301,02060NEONATAL INTENSIVE CARE UNIT
MUNSON MEDICAL CENTER,1105 SIXTH STREET,TRAVERSE CITY,MI,49684,GRAND TRAVERSE,(231) 935-5000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,44.7616450,-85.6415880,0,,https://data.medicare.gov/resource/xubh-q36u/row-ytzp_khah~df5e,230097,660589,00850,00200,12,03150,02060NEONATAL INTENSIVE CARE UNIT
BROWARD HEALTH MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,BROWARD,(954) 355-4400,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,26.1019750,-80.1423100,0,,https://data.medicare.gov/resource/xubh-q36u/row-ijs5-ffks~ifg7,100039,660789,00901,00200,12,03201,02080PEDIATRIC INTENSIVE CARE UNIT
BROWARD HEALTH MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,BROWARD,(954) 355-4400,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,26.1019750,-80.1423100,0,,https://data.medicare.gov/resource/xubh-q36u/row-ijs5-ffks~ifg7,100039,660789,00902,00200,63,03202,02060NEONATAL INTENSIVE CARE UNIT
BROWARD HEALTH MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,BROWARD,(954) 355-4400,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,26.1019750,-80.1423100,0,,https://data.medicare.gov/resource/xubh-q36u/row-ijs5-ffks~ifg7,100039,660789,00903,00200,47,03203,02401PROGRESSIVE CARE UNIT
"SAINT FRANCIS HOSPITAL, INC",6161 SOUTH YALE,TULSA,OK,74136,TULSA,(918) 494-2200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,36.0734420,-95.9221180,0,,https://data.medicare.gov/resource/xubh-q36u/row-35hh.tmvt-ja6e,370091,660847,01201,00200,58,03501,02060NEONATAL INTENSIVE CARE UNIT
BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,(334) 288-2100,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,32.3271440,-86.2767640,0,,https://data.medicare.gov/resource/xubh-q36u/row-fvig.i38a~3f75,10023,660904,00901,00200,14,03201,03201NEUROSCIENCE INTENSIVE CARE UNIT
METRO NASHVILLE GENERAL HOSPITAL,1818 ALBION STREET,NASHVILLE,TN,37208,DAVIDSON,(615) 341-4490,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,36.1661350,-86.8063270,0,,https://data.medicare.gov/resource/xubh-q36u/row-a69p-t6hu-kymt,440111,661105,00901,00200,10,03201,02060NEONATAL INTENSIVE CARE UNIT
UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,DANE,(608) 261-0025,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,43.0772180,-89.4290630,0,,https://data.medicare.gov/resource/xubh-q36u/row-99mg_w2iz-9z6j,520098,661129,00801,00200,24,03101,02180TRAUMA INTENSIVE CARE UNIT
UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,DANE,(608) 261-0025,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,43.0772180,-89.4290630,0,,https://data.medicare.gov/resource/xubh-q36u/row-99mg_w2iz-9z6j,520098,661129,00802,00200,7,03102,03101CARDIOTHORACIC SURGERY ICU
UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,DANE,(608) 261-0025,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,43.0772180,-89.4290630,0,,https://data.medicare.gov/resource/xubh-q36u/row-99mg_w2iz-9z6j,520098,661129,00803,00200,7,03103,03102CARDIAC INTENSIVE CARE UNIT
UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,DANE,(608) 261-0025,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,43.0772180,-89.4290630,0,,https://data.medicare.gov/resource/xubh-q36u/row-99mg_w2iz-9z6j,520098,661129,00804,00200,21,03104,02080PEDIATRIC INTENSIVE CARE UNIT
UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,DANE,(608) 261-0025,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,43.0772180,-89.4290630,0,,https://data.medicare.gov/resource/xubh-q36u/row-99mg_w2iz-9z6j,520098,661129,00805,00200,18,03105,03103NEURO INTENSIVE CARE UNIT
UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,DANE,(608) 261-0025,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,43.0772180,-89.4290630,0,,https://data.medicare.gov/resource/xubh-q36u/row-99mg_w2iz-9z6j,520098,661129,00806,00200,26,03106,02060NEONATAL INTENSIVE CARE UNIT
ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,34.2165550,-119.1583510,0,,https://data.medicare.gov/resource/xubh-q36u/row-s23s~wseq.h96w,50082,661284,01101,00200,16,03401,02060NEONATAL INTENSIVE CARE
IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,50309,POLK,(515) 241-6212,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,41.5907770,-93.6331310,0,,https://data.medicare.gov/resource/xubh-q36u/row-wepf-7msb.hqzp,160082,661323,00801,00200,35,03101,02060NEONATAL INTENSIVE CARE UNIT
IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,50309,POLK,(515) 241-6212,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,41.5907770,-93.6331310,0,,https://data.medicare.gov/resource/xubh-q36u/row-wepf-7msb.hqzp,160082,661323,00802,00200,12,03102,02080PEDIATRIC INTENSIVE CARE UNIT
ST CLAIR HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,PA,15243,ALLEGHENY,(412) 942-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,40.3767750,-80.0669660,0,,https://data.medicare.gov/resource/xubh-q36u/row-rf2f_7h7t~9hcu,390228,660445,01101,00200,6,03401,03401CARDIOVASCULAR SURGICAL UNIT
ST CLAIR HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,PA,15243,ALLEGHENY,(412) 942-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,40.3767750,-80.0669660,0,,https://data.medicare.gov/resource/xubh-q36u/row-rf2f_7h7t~9hcu,390228,660445,01102,00200,5,03402,03402NURSERY LEVEL II
ST TAMMANY PARISH HOSPITAL,1202 S TYLER STREET,COVINGTON,LA,70433,ST. TAMMANY,(985) 898-4000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,30.4689550,-90.1139350,0,,https://data.medicare.gov/resource/xubh-q36u/row-g77w.u6w7-nqad,190045,648263,00801,00200,15,03101,02060NICU
MERCY HEALTH ST VINCENT MEDICAL CENTER,2213 CHERRY STREET,TOLEDO,OH,43608,LUCAS,(419) 251-3232,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,41.6684930,-83.5417250,0,,https://data.medicare.gov/resource/xubh-q36u/row-mu98_s2ip~h4cb,360112,648301,00801,00200,16,03101,02080PEDIATRIC INTENSIVE CARE UNIT
MERCY HEALTH ST VINCENT MEDICAL CENTER,2213 CHERRY STREET,TOLEDO,OH,43608,LUCAS,(419) 251-3232,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,41.6684930,-83.5417250,0,,https://data.medicare.gov/resource/xubh-q36u/row-mu98_s2ip~h4cb,360112,648301,00802,00200,30,03102,02060NEONATAL INTENSIVE CARE UNIT
ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,52 W UNDERWOOD ST,ORLANDO,FL,32806,ORANGE,(321) 843-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,28.5269250,-81.3782030,0,,https://data.medicare.gov/resource/xubh-q36u/row-jedz-a78s~x992,100006,661476,01101,00200,142,03401,02060NEONATAL INTENSIVE CARE UNIT
ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,52 W UNDERWOOD ST,ORLANDO,FL,32806,ORANGE,(321) 843-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,28.5269250,-81.3782030,0,,https://data.medicare.gov/resource/xubh-q36u/row-jedz-a78s~x992,100006,661476,01102,00200,17,03402,02080PEDIATRIC INTENSIVE CARE UNIT
UF HEALTH SHANDS HOSPITAL,1600 SW ARCHER RD,GAINESVILLE,FL,32610,ALACHUA,(352) 265-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,29.6392230,-82.3433250,0,,https://data.medicare.gov/resource/xubh-q36u/row-6avt~6iq6-eksg,100113,661480,01101,00200,42,03401,02400MEDICAL INTENSIVE CARE UNIT
UF HEALTH SHANDS HOSPITAL,1600 SW ARCHER RD,GAINESVILLE,FL,32610,ALACHUA,(352) 265-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,29.6392230,-82.3433250,0,,https://data.medicare.gov/resource/xubh-q36u/row-6avt~6iq6-eksg,100113,661480,01102,00200,24,03402,02401BONE MARROW INTENSIVE CARE UNIT
UF HEALTH SHANDS HOSPITAL,1600 SW ARCHER RD,GAINESVILLE,FL,32610,ALACHUA,(352) 265-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,29.6392230,-82.3433250,0,,https://data.medicare.gov/resource/xubh-q36u/row-6avt~6iq6-eksg,100113,661480,01103,00200,72,03403,02060NEONATAL INTENSIVE CARE UNIT
UF HEALTH SHANDS HOSPITAL,1600 SW ARCHER RD,GAINESVILLE,FL,32610,ALACHUA,(352) 265-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,29.6392230,-82.3433250,0,,https://data.medicare.gov/resource/xubh-q36u/row-6avt~6iq6-eksg,100113,661480,01104,00200,46,03404,02080PEDIATRIC INTENSIVE CARE UNIT
BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,BROWARD,(954) 776-8500,Acute Care Hospitals,Government - Hospital District or Authority,FALSE,26.2068810,-80.1080570,0,,https://data.medicare.gov/resource/xubh-q36u/row-bdjf.gjbn-c4jh,100200,661482,00801,00200,47,03101,02400PROGRESSIVE CARE UNIT
MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,COOK,(312) 567-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,41.8470530,-87.6235830,0,,https://data.medicare.gov/resource/xubh-q36u/row-c8jf~nktq~hw5i,140158,661721,00901,00200,15,03201,02060NURSERY INTENSIVE CARE CENTER
ST MARY MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,CA,92307,SAN BERNARDINO,(760) 242-2311,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,34.5420460,-117.2656020,0,,https://data.medicare.gov/resource/xubh-q36u/row-g7gk-nh9t~u9br,50300,662160,00801,00200,8,03101,02060NEONATAL INTENSIVE CARE UNIT
GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711,LUZERNE,(570) 826-7300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,41.2569970,-75.8117170,0,,https://data.medicare.gov/resource/xubh-q36u/row-6vza.ghq5_5nyd,390270,660446,00801,00200,24,03101,03101PCU
GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711,LUZERNE,(570) 826-7300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,41.2569970,-75.8117170,0,,https://data.medicare.gov/resource/xubh-q36u/row-6vza.ghq5_5nyd,390270,660446,00802,00200,14,03102,03102NICU
GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711,LUZERNE,(570) 826-7300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,41.2569970,-75.8117170,0,,https://data.medicare.gov/resource/xubh-q36u/row-6vza.ghq5_5nyd,390270,660446,00901,00200,9,03201,03201CARDIAC STEP DOWN
METHODIST RICHARDSON MEDICAL CENTER,2831 E PRESIDENT GEORGE BUSH HIGHWAY,RICHARDSON,TX,75082,COLLIN,(469) 204-1000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,32.9961430,-96.6691760,0,,https://data.medicare.gov/resource/xubh-q36u/row-stfg-vvxf_2h9k,450537,660472,00802,00200,22,03102,02060NEONATAL INTENSIVE CARE UNIT
ASANTE ROGUE REGIONAL MEDICAL CENTER,2825 E BARNETT ROAD,MEDFORD,OR,97504,JACKSON,(541) 789-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,42.3164830,-122.8304430,0,,https://data.medicare.gov/resource/xubh-q36u/row-9ft2-cyq3.jcug,380018,642898,00901,00200,32,03201,02060NEONATAL ICU
HOSPITAL SAN CRISTOBAL,CARR 506 KM 1 0,COTO LAUREL,PR,780,PONCE,(787) 848-2100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,18.0489279,-66.5531847,1,GEOMETRIC_CENTER,https://data.medicare.gov/resource/xubh-q36u/row-f3ni_a74v_j5mm,400113,643733,00801,00200,12,03101,02060NEONATAL INTENSIVE CARE UNIT
ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,407 EAST THIRD STREET,DULUTH,MN,55805,ST. LOUIS,(218) 786-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,46.7928430,-92.0963950,0,,https://data.medicare.gov/resource/xubh-q36u/row-pkbs_kx6e_rts3,240002,660602,00801,00200,18,03101,03101NEONATAL INTENSIVE CARE UNIT
ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,407 EAST THIRD STREET,DULUTH,MN,55805,ST. LOUIS,(218) 786-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,46.7928430,-92.0963950,0,,https://data.medicare.gov/resource/xubh-q36u/row-pkbs_kx6e_rts3,240002,660602,00803,00200,10,03103,03103NEUROSCIENCE INTENSIVE CARE UNIT
KING'S DAUGHTERS' MEDICAL CENTER,2201 LEXINGTON AVENUE,ASHLAND,KY,41101,BOYD,(606) 408-4401,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,38.4704010,-82.6359160,0,,https://data.medicare.gov/resource/xubh-q36u/row-2h99.b8qq_r6h2,180009,643766,00801,00200,13,03101,03101NICU
VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91406,LOS ANGELES,(818) 782-6600,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,34.1939170,-118.4632710,0,,https://data.medicare.gov/resource/xubh-q36u/row-k5i4-nbwt~csaa,50126,648666,01201,00200,10,03501,02080PEDIATRIC INTENSIVE CARE UNIT
HENDERSON HOSPITAL,1050 WEST GALLERIA DRIVE,HENDERSON,NV,89011,CLARK,(318) 290-4395,Acute Care Hospitals,Proprietary,TRUE,36.0728432,-115.0304734,1,ROOFTOP,https://data.medicare.gov/resource/xubh-q36u/row-duqr_nix9.a8cp,290057,648718,00801,00200,4,03101,02060NEONATAL INTENSIVE CARE UNIT
MERCY HOSPITAL JOPLIN,100 MERCY WAY,JOPLIN,MO,64804,JASPER,(417) 781-2727,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,37.0346970,-94.5117990,0,,https://data.medicare.gov/resource/xubh-q36u/row-frdj~355u_c5wj,260001,660619,00801,00200,14,03101,02060NEONATAL INTENSIVE CARE UNIT
UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,ORANGE,(919) 966-4141,Acute Care Hospitals,Government - State,TRUE,35.9035510,-79.0518940,0,,https://data.medicare.gov/resource/xubh-q36u/row-pha8_ahwj~xmph,340061,660649,00802,00200,17,03102,03102CARDIOTHORACIC INTENSIVE CARE UNIT
UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,ORANGE,(919) 966-4141,Acute Care Hospitals,Government - State,TRUE,35.9035510,-79.0518940,0,,https://data.medicare.gov/resource/xubh-q36u/row-pha8_ahwj~xmph,340061,660649,00803,00200,45,03103,03103MEDICAL INTENSIVE CARE UNIT
UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,ORANGE,(919) 966-4141,Acute Care Hospitals,Government - State,TRUE,35.9035510,-79.0518940,0,,https://data.medicare.gov/resource/xubh-q36u/row-pha8_ahwj~xmph,340061,660649,00804,00200,16,03104,03104NEUROSURGICAL INTENSIVE CARE UNIT
UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,ORANGE,(919) 966-4141,Acute Care Hospitals,Government - State,TRUE,35.9035510,-79.0518940,0,,https://data.medicare.gov/resource/xubh-q36u/row-pha8_ahwj~xmph,340061,660649,00805,00200,20,03105,03105PEDIATRIC INTENSIVE CARE UNIT
UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,ORANGE,(919) 966-4141,Acute Care Hospitals,Government - State,TRUE,35.9035510,-79.0518940,0,,https://data.medicare.gov/resource/xubh-q36u/row-pha8_ahwj~xmph,340061,660649,00807,00200,16,03107,03106SURGICAL INTENSIVE CARE UNIT
UNIVERSITY OF VIRGINIA MEDICAL CENTER,1215 LEE STREET,CHARLOTTESVILLE,VA,22908,CHARLOTTESVILLE CITY,(800) 251-3627,Acute Care Hospitals,Government - State,TRUE,38.0318290,-78.4984550,0,,https://data.medicare.gov/resource/xubh-q36u/row-br7u-jiza~znwz,490009,660720,00801,00200,11,03101,03101NNICU
UNIVERSITY OF VIRGINIA MEDICAL CENTER,1215 LEE STREET,CHARLOTTESVILLE,VA,22908,CHARLOTTESVILLE CITY,(800) 251-3627,Acute Care Hospitals,Government - State,TRUE,38.0318290,-78.4984550,0,,https://data.medicare.gov/resource/xubh-q36u/row-br7u-jiza~znwz,490009,660720,00802,00200,11,03102,03102TCV POST OPERATIVE
UNIVERSITY OF VIRGINIA MEDICAL CENTER,1215 LEE STREET,CHARLOTTESVILLE,VA,22908,CHARLOTTESVILLE CITY,(800) 251-3627,Acute Care Hospitals,Government - State,TRUE,38.0318290,-78.4984550,0,,https://data.medicare.gov/resource/xubh-q36u/row-br7u-jiza~znwz,490009,660720,00803,00200,29,03103,03103MICU
UNIVERSITY OF VIRGINIA MEDICAL CENTER,1215 LEE STREET,CHARLOTTESVILLE,VA,22908,CHARLOTTESVILLE CITY,(800) 251-3627,Acute Care Hospitals,Government - State,TRUE,38.0318290,-78.4984550,0,,https://data.medicare.gov/resource/xubh-q36u/row-br7u-jiza~znwz,490009,660720,00805,00200,17,03105,03105PICU
MERCY HOSPITAL NORTHWEST ARKANSAS,2710 SOUTH RIFE MEDICAL LANE,ROGERS,AR,72758,BENTON,(479) 338-8000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,36.3095620,-94.1847090,0,,https://data.medicare.gov/resource/xubh-q36u/row-3g3b-cs9n_qbhj,40010,660742,00801,00200,8,03101,02060NEONATAL INTENSIVE CARE UNIT
MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,THE DISTRICT,(202) 877-7000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,38.9291570,-77.0122680,0,,https://data.medicare.gov/resource/xubh-q36u/row-he3p~gtzx-x7j5,90011,660787,01110,00200,24,03410,03401NURSERY ICU
ASCENSION SACRED HEART PENSACOLA,5151 N 9TH AVE,PENSACOLA,FL,32504,ESCAMBIA,(850) 416-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,30.4755880,-87.2109860,0,,https://data.medicare.gov/resource/xubh-q36u/row-cuin_8gyu.u6ry,100025,660788,01201,00200,10,03501,02080PEDIATRIC INTENSIVE CARE UNIT
ASCENSION SACRED HEART PENSACOLA,5151 N 9TH AVE,PENSACOLA,FL,32504,ESCAMBIA,(850) 416-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,30.4755880,-87.2109860,0,,https://data.medicare.gov/resource/xubh-q36u/row-cuin_8gyu.u6ry,100025,660788,01202,00200,72,03502,02060NEONATAL INTENSIVE CARE UNIT
WELLSTAR ATLANTA MEDICAL CENTER,"303 PARKWAY DRIVE, NE",ATLANTA,GA,30312,FULTON,(404) 265-4000,Acute Care Hospitals,Proprietary,TRUE,33.7632700,-84.3739860,0,,https://data.medicare.gov/resource/xubh-q36u/row-qjqh_i6pn~dht9,110115,660798,00801,00200,12,03101,03101NEURO ICU
ADVENTHEALTH ORLANDO,601 E ROLLINS ST,ORLANDO,FL,32803,ORANGE,(407) 303-1976,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,28.5734570,-81.3703280,0,,https://data.medicare.gov/resource/xubh-q36u/row-4fra_j2em.99x3,100007,648798,00801,00200,102,03101,03101NEONATAL ICU
ADVENTHEALTH ORLANDO,601 E ROLLINS ST,ORLANDO,FL,32803,ORANGE,(407) 303-1976,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,28.5734570,-81.3703280,0,,https://data.medicare.gov/resource/xubh-q36u/row-4fra_j2em.99x3,100007,648798,00802,00200,31,03102,03102SPECIAL CARE UNIT - LEVEL II
ADVENTHEALTH ORLANDO,601 E ROLLINS ST,ORLANDO,FL,32803,ORANGE,(407) 303-1976,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,28.5734570,-81.3703280,0,,https://data.medicare.gov/resource/xubh-q36u/row-4fra_j2em.99x3,100007,648798,00803,00200,16,03103,03103PEDIATRIC ICU
ADVENTHEALTH ORLANDO,601 E ROLLINS ST,ORLANDO,FL,32803,ORANGE,(407) 303-1976,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,28.5734570,-81.3703280,0,,https://data.medicare.gov/resource/xubh-q36u/row-4fra_j2em.99x3,100007,648798,00901,00200,87,03201,03201CORONARY CARE UNIT
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,(602) 239-2000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,33.4657240,-112.0581270,0,,https://data.medicare.gov/resource/xubh-q36u/row-f67j.fyep_c3zs,30002,648882,00901,00200,28,03201,03201NEURO INTENSIVE CARE UNIT
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,(602) 239-2000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,33.4657240,-112.0581270,0,,https://data.medicare.gov/resource/xubh-q36u/row-f67j.fyep_c3zs,30002,648882,00902,00200,65,03202,02060NEO-NATAL ICU
DOCTORS HOSPITAL OF LAREDO,10700 MCPHERSON ROAD,LAREDO,TX,78041,WEBB,(956) 523-2000,Acute Care Hospitals,Proprietary,TRUE,27.6070900,-99.4762810,0,,https://data.medicare.gov/resource/xubh-q36u/row-6c8y.r68k.t52s,450643,648988,01101,00200,12,03401,03401NICU
MERCY CATHOLIC MEDICAL CENTER- MERCY FITZGERALD,1500 LANSDOWNE  AVE,DARBY,PA,19023,DELAWARE,(215) 237-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.9247180,-75.2670310,0,,https://data.medicare.gov/resource/xubh-q36u/row-xpnt-5xqj~h7ju,390156,660861,00801,00200,20,03101,03101ICU CCU MPH
WAKEMED,3000 NEW BERN AVE,RALEIGH,NC,27610,WAKE,(919) 350-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,35.7861390,-78.5890670,0,,https://data.medicare.gov/resource/xubh-q36u/row-b29x_tvnt.h38s,340069,643817,01201,00200,8,03501,02060NICU
WAKEMED,3000 NEW BERN AVE,RALEIGH,NC,27610,WAKE,(919) 350-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,35.7861390,-78.5890670,0,,https://data.medicare.gov/resource/xubh-q36u/row-b29x_tvnt.h38s,340069,643817,01202,00200,9,03502,02080MICU
WAKEMED,3000 NEW BERN AVE,RALEIGH,NC,27610,WAKE,(919) 350-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,35.7861390,-78.5890670,0,,https://data.medicare.gov/resource/xubh-q36u/row-b29x_tvnt.h38s,340069,643817,01203,00200,54,03503,02120NURSERY ICU
METHODIST DALLAS MEDICAL CENTER,1441 NORTH BECKLEY AVENUE,DALLAS,TX,75203,DALLAS,(214) 947-2879,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,32.7616390,-96.8230060,0,,https://data.medicare.gov/resource/xubh-q36u/row-izsm~sbv7_cnfx,450051,660883,00801,00200,34,03101,03101NEURO INTENSIVE CARE UNIT
