@_address,provider_id,geocode_flag,geocode_accuracy,geocoded_column,lat,lng,hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,hospital_overall_rating,hospital_overall_rating_footnote,mortality_national_comparison,mortality_national_comparison_footnote,safety_of_care_national_comparison,safety_of_care_national_comparison_footnote,readmission_national_comparison,readmission_national_comparison_footnote,patient_experience_national_comparison,patient_experience_national_comparison_footnote,effectiveness_of_care_national_comparison,effectiveness_of_care_national_comparison_footnote,timeliness_of_care_national_comparison,timeliness_of_care_national_comparison_footnote,efficient_use_of_medical_imaging_national_comparison,efficient_use_of_medical_imaging_national_comparison_footnote
https://data.medicare.gov/resource/xubh-q36u/row-68da_4zxk~68nb,261314,0,,POINT (-91.448615 38.692309),38.692309,-91.448615,HERMANN AREA DISTRICT HOSPITAL,509 W 18TH ST,HERMANN,MO,65041,GASCONADE,(573) 486-2191,Critical Access Hospitals,Government - Hospital District or Authority,true,Not Available,16,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Not Available,5,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-p29n.6wib~fbrj,141348,0,,POINT (-89.996408 38.209605),38.209605,-89.996408,RED BUD REGIONAL HOSPITAL,325 SPRING STREET,RED BUD,IL,62278,RANDOLPH,(618) 282-3831,Critical Access Hospitals,Proprietary,true,4,,Same as the national average,,Not Available,5,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-scan.4a2b.zisp,490115,0,,POINT (-80.923814 36.671813),36.671813,-80.923814,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,GALAX CITY,(276) 236-8181,Acute Care Hospitals,Proprietary,true,2,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-wr7g-c4g3-jpqu,251303,0,,POINT (-89.115202 30.845646),30.845646,-89.115202,STONE COUNTY HOSPITAL,1434 EAST CENTRAL AVENUE,WIGGINS,MS,39577,STONE,(601) 928-6600,Critical Access Hospitals,Proprietary,true,Not Available,16,Not Available,5,Not Available,16,Below the national average,,Not Available,16,Not Available,5,Not Available,16,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-gdgh.frpy~45nu,190202,0,,POINT (-91.001513 30.440994),30.440994,-91.001513,OCHSNER MEDICAL CENTER - BATON ROUGE,17000 MEDICAL CENTER DR,BATON ROUGE,LA,70816,E. BATON ROUGE,(225) 752-2470,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-87d3_vsb5~9wx6,340042,0,,POINT (-77.382571 34.762285),34.762285,-77.382571,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,ONSLOW,(910) 577-2345,Acute Care Hospitals,Government - Hospital District or Authority,true,2,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-qwtv~yivr_4v6h,331319,0,,POINT (-78.397073 43.223707),43.223707,-78.397073,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,MEDINA,NY,14103,ORLEANS,(585) 798-8111,Critical Access Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-jdy4.768s.79nv,044019,0,,POINT (-94.185989 36.109081),36.109081,-94.185989,SPRINGWOODS BEHAVIORAL HEALTH SERVICES,1955 WEST TRUCKER'S DRIVE,FAYETTEVILLE,AR,72704,WASHINGTON,(479) 973-6000,Psychiatric,Proprietary,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-93y6_dp3v-eyn6,150034,0,,POINT (-87.258902 41.512654),41.512654,-87.258902,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,IN,46342,LAKE,(219) 942-0551,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-96gx.9gst_7qhe,370014,0,,POINT (-96.395055 34.004903),34.004903,-96.395055,ALLIANCEHEALTH DURANT,1800 UNIVERSITY BOULEVARD,DURANT,OK,74702,BRYAN,(405) 924-3080,Acute Care Hospitals,Proprietary,true,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-wbsg-mfnx-qqnk,334027,0,,POINT (-73.423128 40.686843),40.686843,-73.423128,SOUTH OAKS HOSP,400 SUNRISE HIGHWAY,AMITYVILLE,NY,11701,SUFFOLK,(516) 264-4000,Psychiatric,Voluntary non-profit - Private,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-7u57~98rt.qqdy,324010,0,,POINT (-106.771156 32.357146),32.357146,-106.771156,"BHC MESILLA VALLEY HOSPITAL, LLC",3751 DEL REY BOULEVARD,LAS CRUCES,NM,88012,DONA ANA,(575) 382-3500,Psychiatric,Proprietary,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-rsmc~hz2u-34n4,451377,0,,POINT (-103.512831 31.401575),31.401575,-103.512831,REEVES COUNTY HOSPITAL DISTRICT,2323 TEXAS STREET,PECOS,TX,79772,REEVES,(432) 447-3551,Critical Access Hospitals,Government - Local,true,Not Available,16,Same as the national average,,Not Available,16,Below the national average,,Not Available,16,Not Available,5,Not Available,16,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-7zvq_kinr_xbfq,241361,0,,POINT (-93.574903 44.545926),44.545926,-93.574903,MAYO CLINIC HEALTH SYSTEM-NEW PRAGUE,301 2ND STREET NORTHEAST,NEW PRAGUE,MN,56071,SCOTT,(952) 758-4431,Critical Access Hospitals,Voluntary non-profit - Private,true,4,,Not Available,5,Not Available,5,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-q3d5_z6w9-mxrd,194094,0,,POINT (-93.771086 32.472758),32.472758,-93.771086,PHYSICIANS BEHAVIORAL HOSPITAL,2025 DESOTO ST,SHREVEPORT,LA,71103,CADDO,(318) 550-0520,Psychiatric,Proprietary,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-nv4b-ikm9-tmer,440053,0,,POINT (-86.424241 35.85864),35.85864,-86.424241,SAINT THOMAS RUTHERFORD HOSPITAL,1700 MEDICAL CENTER PARKWAY,MURFREESBORO,TN,37129,RUTHERFORD,(615) 396-4100,Acute Care Hospitals,Voluntary non-profit - Church,true,2,,Below the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-arky~dirt~vz74,040017,0,,POINT (-93.107148 36.236281),36.236281,-93.107148,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,AR,72601,BOONE,(870) 414-4000,Acute Care Hospitals,Voluntary non-profit - Other,true,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-syeg~nab9~7ee4,010007,0,,POINT (-86.255415 31.291972),31.291972,-86.255415,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,(334) 493-3541,Acute Care Hospitals,Voluntary non-profit - Private,true,2,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-kk74.krt5~vw4m,170014,0,,POINT (-95.268759 38.597285),38.597285,-95.268759,ADVENTHEALTH OTTAWA,1301 S MAIN STREET,OTTAWA,KS,66067,FRANKLIN,(785) 229-8200,Acute Care Hospitals,Government - Local,false,5,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-vkfe~uqkg~c8wd,140231,0,,POINT (-88.149239 41.761426),41.761426,-88.149239,EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,IL,60540,DU PAGE,(630) 527-3000,Acute Care Hospitals,Voluntary non-profit - Private,true,5,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-rrzg.4k6a~mq7s,500002,0,,POINT (-118.343136 46.06294),46.06294,-118.343136,PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,WA,99362,WALLA WALLA,(509) 522-5900,Acute Care Hospitals,Voluntary non-profit - Private,true,5,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-mxjv~899t-ww8w,290054,0,,POINT (-115.28773 36.286014),36.286014,-115.28773,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,89149,CLARK,(702) 835-9700,Acute Care Hospitals,Proprietary,true,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-urdm~wdap~hbdt,231313,0,,POINT (-82.652527 43.842429),43.842429,-82.652527,HARBOR BEACH COMMUNITY HOSPITAL,210 S FIRST ST,HARBOR BEACH,MI,48441,HURON,(989) 479-3201,Critical Access Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Not Available,16,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-m4t9~2798.xb46,131319,0,,POINT (-113.685362 42.619625),42.619625,-113.685362,MINIDOKA MEMORIAL HOSPITAL,1224 8TH STREET,RUPERT,ID,83350,MINIDOKA,(208) 436-0481,Critical Access Hospitals,Government - Local,true,4,,Not Available,5,Not Available,5,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-jxez~95nh~55nq,150074,0,,POINT (-86.073803 39.787241),39.787241,-86.073803,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,46219,MARION,(317) 355-5411,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Below the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-4bwe.2jky-j5da,670067,0,,POINT (-97.117218 32.682153),32.682153,-97.117218,BAYLOR SCOTT AND WHITE ORTHOPEDIC AND SPINE HOSPI,707 HIGHLANDER BLVD,ARLINGTON,TX,76015,TARRANT,(817) 549-2364,Acute Care Hospitals,Proprietary,true,Not Available,16,Not Available,16,Not Available,5,Not Available,5,Above the national average,,Not Available,5,Same as the national average,,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-vyiy.4j6d.s8ih,420101,0,,POINT (-81.055429 32.314817),32.314817,-81.055429,COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DRIVE,HARDEEVILLE,SC,29927,JASPER,(843) 784-8182,Acute Care Hospitals,Proprietary,true,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-ribz~nm28_niqn,230041,0,,POINT (-83.868089 43.589392),43.589392,-83.868089,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,BAY,(989) 894-3000,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Above the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-hh5p.qtqy-xetd,041305,0,,POINT (-94.106078 34.896785),34.896785,-94.106078,MERCY HOSPITAL WALDRON,1341 WEST SIXTH STREET,WALDRON,AR,72958,SCOTT,(479) 637-4135,Critical Access Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Same as the national average,,Not Available,5,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-p8qs-v8mw~whtd,360009,0,,POINT (-84.087713 40.735602),40.735602,-84.087713,LIMA MEMORIAL HEALTH SYSTEM,1001 BELLEFONTAINE AVENUE,LIMA,OH,45804,ALLEN,(419) 226-3335,Acute Care Hospitals,Voluntary non-profit - Other,false,2,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-racv.i9b2-icw5,100030,0,,POINT (-81.525787 28.551666),28.551666,-81.525787,HEALTH CENTRAL,10000 W COLONIAL DR,OCOEE,FL,34761,ORANGE,(407) 296-1820,Acute Care Hospitals,Government - State,true,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-b6it.a7xa.ygmk,330080,0,,POINT (-73.924072 40.817681),40.817681,-73.924072,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,BRONX,(718) 579-5000,Acute Care Hospitals,Government - Local,true,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-cjar.baa5~jr3x,110105,0,,POINT (-83.782918 31.126747),31.126747,-83.782918,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,MOULTRIE,GA,31768,COLQUITT,(229) 985-3420,Acute Care Hospitals,Government - Hospital District or Authority,true,3,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-xgb9_6gfp~4v63,450388,0,,POINT (-98.572976 29.50684),29.50684,-98.572976,METHODIST HOSPITAL,7700 FLOYD CURL DR,SAN ANTONIO,TX,78229,BEXAR,(210) 575-4000,Acute Care Hospitals,Proprietary,true,3,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-8st6_g3vp.a2j7,440009,0,,POINT (-85.023007 35.942713),35.942713,-85.023007,CUMBERLAND MEDICAL CENTER,421 S MAIN ST,CROSSVILLE,TN,38555,CUMBERLAND,(931) 484-9511,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-zpaw~2v5b-8gcc,450889,0,,POINT (-96.761726 32.876377),32.876377,-96.761726,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,7115 GREENVILLE AVENUE SUITE 100,DALLAS,TX,75231,DALLAS,(214) 647-5300,Acute Care Hospitals,Proprietary,true,Not Available,16,Not Available,16,Not Available,5,Not Available,5,Above the national average,,Not Available,5,Not Available,16,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-n839~npwh~jde4,050517,0,,POINT (-117.292518 34.52897),34.52897,-117.292518,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 11TH ST,VICTORVILLE,CA,92392,SAN BERNARDINO,(760) 245-8691,Acute Care Hospitals,Voluntary non-profit - Private,true,1,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-4p72~hzkw.rjnh,300018,0,,POINT (-70.875139 43.212442),43.212442,-70.875139,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,DOVER,NH,03820,STRAFFORD,(603) 740-2580,Acute Care Hospitals,Voluntary non-profit - Private,true,5,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-83iz_yr2z_td8m,340015,0,,POINT (-80.471456 35.681766),35.681766,-80.471456,NOVANT HEALTH ROWAN MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,ROWAN,(704) 210-5000,Acute Care Hospitals,Voluntary non-profit - Private,true,2,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-388e~htvc_kuq3,210006,0,,POINT (-76.091528 39.54348),39.54348,-76.091528,UNIVERSITY OF MD HARFORD MEMORIAL HOSPITAL,501 SOUTH  UNION AVENUE,HAVRE DE GRACE,MD,21078,HARFORD,(443) 643-3303,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-z76q-7r93.w77s,511309,0,,POINT (-78.19987 39.640923),39.640923,-78.19987,WAR MEMORIAL HOSPITAL INC,1 HEALTHY WAY,BERKELEY SPRINGS,WV,25411,MORGAN,(304) 258-1234,Critical Access Hospitals,Voluntary non-profit - Private,true,5,,Not Available,5,Not Available,16,Above the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-z5mt_ehjz~v7xh,050296,0,,POINT (-121.38662 36.835122),36.835122,-121.38662,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,95023,SAN BENITO,(831) 637-5711,Acute Care Hospitals,Government - Hospital District or Authority,false,2,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-djs6-93xq-r45b,394026,0,,POINT (-79.238368 40.415289),40.415289,-79.238368,TORRANCE STATE HOSPITAL,121 LONGVIEW DRIVE,TORRANCE,PA,15779,WESTMORELAND,(724) 459-8000,Psychiatric,Government - State,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-y6vw_ua5p.gsn5,220001,0,,POINT (-71.763033 42.541193),42.541193,-71.763033,HEALTH ALLIANCE - CLINTON HOSPITAL,60 HOSPITAL ROAD,LEOMINSTER,MA,01453,WORCESTER,(978) 466-2000,Acute Care Hospitals,Voluntary non-profit - Other,true,3,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-u2zv_k8rw_6una,670113,0,,POINT (-95.252924 30.004183),30.004183,-95.252924,"HUMBLE SURGICAL HOSPITAL, LLC",1475 FM 1960 BYPASS ROAD EAST,HUMBLE,TX,77338,HARRIS,(281) 964-2100,Acute Care Hospitals,Physician,true,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-75jx-8uav_n2er,050281,0,,POINT (-118.145017 34.090156),34.090156,-118.145017,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,LOS ANGELES,(626) 570-1606,Acute Care Hospitals,Proprietary,false,4,,Above the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-ibfn_z97q-92px,520083,0,,POINT (-89.400678 43.059124),43.059124,-89.400678,SSM HEALTH ST MARY'S HOSPITAL - MADISON,700 SOUTH PARK ST,MADISON,WI,53715,DANE,(608) 251-6100,Acute Care Hospitals,Voluntary non-profit - Private,true,5,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-sn9p~qwkm_5xtk,490057,0,,POINT (-76.028342 36.864158),36.864158,-76.028342,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,VIRGINIA BEACH CITY,(757) 395-8000,Acute Care Hospitals,Voluntary non-profit - Other,true,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-2a77_rb9f.j48w,040062,0,,POINT (-94.352964 35.353647),35.353647,-94.352964,MERCY HOSPITAL FORT SMITH,7301 ROGERS AVE,FORT SMITH,AR,72903,SEBASTIAN,(479) 314-6000,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Below the national average,,Above the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-7qdj~999i.xcfe,010173,0,,POINT (-86.623511 32.876585),32.876585,-86.623511,ST VINCENT'S CHILTON,2030 LAY DAM ROAD,CLANTON,AL,35045,CHILTON,(205) 258-4400,Acute Care Hospitals,Voluntary non-profit - Church,true,4,,Not Available,5,Not Available,5,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-q8cx-fpyt_bps6,054069,0,,POINT (-117.867687 34.099424),34.099424,-117.867687,AURORA CHARTER OAK,1161 E COVINA BLVD,COVINA,CA,91724,LOS ANGELES,(626) 966-1632,Psychiatric,Proprietary,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-4dpd~v2eh.sr63,390032,0,,POINT (-79.737106 40.617378),40.617378,-79.737106,ALLEGHENY VALLEY HOSPITAL,1301 CARLISLE ST,NATRONA,PA,15065,ALLEGHENY,(412) 224-5100,Acute Care Hospitals,Voluntary non-profit - Other,true,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-yy7v_qhni~xpgc,381313,0,,POINT (-120.826968 44.298093),44.298093,-120.826968,ST CHARLES PRINEVILLE,384 SE COMBS FLAT ROAD,PRINEVILLE,OR,97754,CROOK,(541) 447-6254,Critical Access Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Not Available,5,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-vzbh~3fhi_gk69,161356,0,,POINT (-91.558018 40.963116),40.963116,-91.558018,HENRY COUNTY HEALTH CENTER,407 S WHITE ST,MOUNT PLEASANT,IA,52641,HENRY,(319) 385-3141,Critical Access Hospitals,Government - Local,true,4,17,Same as the national average,,Not Available,5,Above the national average,,Same as the national average,,Not Available,5,Not Available,16,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-simz-75r2.kgau,100157,0,,POINT (-81.953248 28.059671),28.059671,-81.953248,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,POLK,(863) 687-1100,Acute Care Hospitals,Voluntary non-profit - Private,true,1,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-chg3-jijt~hfj8,030111,0,,POINT (-110.930891 32.177882),32.177882,-110.930891,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY,TUCSON,AZ,85713,PIMA,(520) 874-2000,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-mb2y-9c2c.bntn,260062,0,,POINT (-94.647898 39.246883),39.246883,-94.647898,SAINT LUKES NORTH HOSPITAL,5830 N W BARRY ROAD,KANSAS CITY,MO,64154,PLATTE,(816) 891-6000,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-dwu9_j2ug-7e7a,500021,0,,POINT (-122.504495 47.154213),47.154213,-122.504495,ST CLARE HOSPITAL,11315 BRIDGEPORT WAY S W,LAKEWOOD,WA,98499,PIERCE,(253) 588-1711,Acute Care Hospitals,Voluntary non-profit - Church,true,2,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-zu5m.xbpi~47ak,423300,0,,POINT (-82.412968 34.816062),34.816062,-82.412968,SHRINERS HOSPITALS FOR CHILDREN,950 WEST FARIS ROAD,GREENVILLE,SC,29605,GREENVILLE,(864) 271-3444,Childrens,Voluntary non-profit - Private,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-dies.epxf-c676,294000,0,,POINT (-119.779653 39.530157),39.530157,-119.779653,DINI-TOWNSEND HOSPITAL AT NNMH,480 GALLETTI WAY,SPARKS,NV,89431,WASHOE,(775) 688-2001,Psychiatric,Government - State,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-kmy6_b69e_cbh4,190017,0,,POINT (-92.075785 30.543457),30.543457,-92.075785,OPELOUSAS GENERAL HEALTH SYSTEM,539 EAST PRUDHOMME STREET,OPELOUSAS,LA,70570,ST. LANDRY,(337) 948-3011,Acute Care Hospitals,Government - Hospital District or Authority,true,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-b9cj~n2ap_7hxj,010069,0,,POINT (-85.156613 31.88798),31.88798,-85.156613,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,AL,36027,BARBOUR,(334) 688-7271,Acute Care Hospitals,Government - Hospital District or Authority,true,3,,Same as the national average,,Not Available,5,Below the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-727m.2zxf~gpiz,450289,0,,POINT (-95.387094 29.685422),29.685422,-95.387094,HARRIS HEALTH SYSTEM,2525 HOLLY HALL,HOUSTON,TX,77054,HARRIS,(713) 566-6417,Acute Care Hospitals,Government - Hospital District or Authority,true,2,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,
